pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_insol,discoverymethod,hostname
Kepler-773 b,1.809,,,,490.707,Transit,Kepler-773
Kepler-773 b,1.57,,3.749103,0.047,,Transit,Kepler-773
Kepler-773 b,1.52,,3.749100061,0.0465,555.66,Transit,Kepler-773
Kepler-773 b,,,3.749105745,,,Transit,Kepler-773
Kepler-773 b,1.425,,3.749100061,0.04682,482.5,Transit,Kepler-773
Kepler-773 b,1.68,,3.749105745,0.047,428.25,Transit,Kepler-773
K2-379 b,2.181,,8.777247,,,Transit,K2-379
K2-379 b,2.27,,8.7783,,,Transit,K2-379
K2-380 b,1.96,,9.40172,,,Transit,K2-380
K2-380 b,2.729,,9.401312,,,Transit,K2-380
Kepler-767 b,6.64,,161.5280101,,,Transit,Kepler-767
Kepler-767 b,6.15,,161.5280101,0.5733,2.43,Transit,Kepler-767
Kepler-767 b,12.134,,,,9.365,Transit,Kepler-767
Kepler-767 b,,,161.5278347,,,Transit,Kepler-767
Kepler-767 b,6.15,,161.5280101,0.5733,2.43,Transit,Kepler-767
Kepler-767 b,8.19,,161.5278347,0.5874,4.25,Transit,Kepler-767
Kepler-767 b,,,161.52811673,,,Transit,Kepler-767
Kepler-767 b,6.15,,161.5280101,0.5733,2.43,Transit,Kepler-767
Kepler-767 b,6.1,,161.5266,0.581,,Transit,Kepler-767
Kepler-260 b,2.108,,,,132.134,Transit,Kepler-260
Kepler-260 b,,,8.18740532,,,Transit,Kepler-260
Kepler-260 b,,,8.187369804,,,Transit,Kepler-260
Kepler-260 b,,,8.18739443,,,Transit,Kepler-260
Kepler-260 b,2.04,,8.18746,0.077,,Transit,Kepler-260
Kepler-260 b,2.09,,8.1874109,0.0776,95.73,Transit,Kepler-260
Kepler-260 b,2.09,,8.1874109,0.0776,95.73,Transit,Kepler-260
Kepler-260 b,2.21,,8.1874109,,,Transit,Kepler-260
Kepler-260 b,2.303,,8.1874109,0.07988,111.4,Transit,Kepler-260
Kepler-260 b,2.01,,8.187399,0.075,,Transit,Kepler-260
Kepler-260 b,2.09,,8.1874109,0.0776,95.73,Transit,Kepler-260
Kepler-260 b,1.92,,8.18739443,0.0745,88.36,Transit,Kepler-260
Kepler-268 b,2.55,,25.934138,0.18,,Transit,Kepler-268
Kepler-268 b,2.9,,25.93416,0.179,,Transit,Kepler-268
Kepler-268 b,2.581,,25.9340674,0.1776,60.6,Transit,Kepler-268
Kepler-268 b,2.35,,25.9340674,0.176,59.04,Transit,Kepler-268
Kepler-268 b,2.35,,25.9340674,0.176,59.04,Transit,Kepler-268
Kepler-268 b,2.52,,25.9340674,,,Transit,Kepler-268
Kepler-268 b,,,25.93399995,,,Transit,Kepler-268
Kepler-268 b,2.35,,25.9340674,0.176,59.04,Transit,Kepler-268
Kepler-268 b,,,25.93406406,,,Transit,Kepler-268
Kepler-268 b,2.48,,25.93406406,0.1749,55.1,Transit,Kepler-268
Kepler-268 b,,,25.9342243844,,,Transit,Kepler-268
Kepler-268 b,2.564,,,,64.933,Transit,Kepler-268
K2-384 f,1.78,,13.62757,,,Transit,K2-384
K2-384 f,,,13.6274,,,Transit,K2-384
K2-384 f,2.222,,13.62749,,,Transit,K2-384
K2-384 d,1.392,,6.679582,,,Transit,K2-384
K2-384 d,1.1,,6.6791,,,Transit,K2-384
K2-384 c,1.05,,4.19525,,,Transit,K2-384
K2-384 c,1.191,,4.194766,,,Transit,K2-384
K2-384 e,1.345,,9.715043,,,Transit,K2-384
K2-384 e,1.14,,9.71601,,,Transit,K2-384
K2-385 b,1.539,,2.380867,,,Transit,K2-385
K2-385 b,1.72,,2.38098,,,Transit,K2-385
Kepler-1736 b,2.44,,37.8101174,0.2188,24.27,Transit,Kepler-1736
Kepler-1736 b,,,37.8102649,,,Transit,Kepler-1736
Kepler-1736 b,2.33,,37.8102649,0.2188,24.27,Transit,Kepler-1736
Kepler-1736 b,3.8765856,,37.81029892,,,Transit,Kepler-1736
Kepler-1736 b,,,37.80994353,,,Transit,Kepler-1736
Kepler-1736 b,2.14,,37.81062,0.225,,Transit,Kepler-1736
Kepler-1736 b,2.44,,37.8101174,0.2188,24.27,Transit,Kepler-1736
Kepler-1736 b,2.44,,37.8101174,0.2188,24.27,Transit,Kepler-1736
K2-386 b,2.74,,7.47331,,,Transit,K2-386
K2-386 b,,,7.47372,,,Transit,K2-386
K2-386 b,2.32,,7.473223,,,Transit,K2-386
Kepler-774 b,2.2,,11.08942,0.107,,Transit,Kepler-774
Kepler-774 b,2.49,,11.0895723,0.1068,497.11,Transit,Kepler-774
Kepler-774 b,2.49,,11.0895723,0.1068,497.11,Transit,Kepler-774
Kepler-774 b,2.49,,11.0895723,0.1068,497.11,Transit,Kepler-774
Kepler-774 b,2.277,,,,451.177,Transit,Kepler-774
Kepler-774 b,3.51,,11.08956602,0.1114,965.62,Transit,Kepler-774
Kepler-774 b,2.301,,11.0895723,0.1082,459.2,Transit,Kepler-774
Kepler-774 b,3.17,,11.0895723,,,Transit,Kepler-774
Kepler-774 b,,,11.08956602,,,Transit,Kepler-774
Kepler-774 b,,,11.08959512,,,Transit,Kepler-774
Kepler-774 b,,,11.0895066574,,,Transit,Kepler-774
Kepler-772 b,1.82,,12.99207337,,,Transit,Kepler-772
Kepler-772 b,1.96,,12.99207337,0.1056,126.29,Transit,Kepler-772
Kepler-772 b,1.96,,12.99207337,0.1056,126.29,Transit,Kepler-772
Kepler-772 b,2.13,,12.99178,0.105,,Transit,Kepler-772
Kepler-772 b,2.03,,12.99204853,0.1071,132.94,Transit,Kepler-772
Kepler-772 b,1.96,,12.99207337,0.1056,126.29,Transit,Kepler-772
Kepler-772 b,,,12.99202622,,,Transit,Kepler-772
Kepler-772 b,2.888,,12.99207337,0.11153,231.7,Transit,Kepler-772
Kepler-772 b,,,12.9920768985,,,Transit,Kepler-772
Kepler-772 b,,,12.99204853,,,Transit,Kepler-772
Kepler-772 b,2.98,,,,264.576,Transit,Kepler-772
K2-268 d,1.49,,4.528598,,,Transit,K2-268
K2-268 d,1.85,,4.52905,,,Transit,K2-268
K2-268 f,2.23,,26.27057,,,Transit,K2-268
K2-268 f,2.6,,26.2678,,,Transit,K2-268
K2-268 e,1.33,,6.131243,,,Transit,K2-268
K2-268 e,1.72,,6.13174,,,Transit,K2-268
K2-393 b,,,10.41144,,,Transit,K2-393
K2-393 b,2.352,,10.413181,,,Transit,K2-393
K2-394 b,1.692,,5.095717,,,Transit,K2-394
K2-394 b,,,5.09582,,,Transit,K2-394
K2-394 b,1.92318,,5.0957983,,28.5068,Transit,K2-394
Kepler-119 b,4.283,,,,745.285,Transit,Kepler-119
Kepler-119 b,,,2.422084188,,,Transit,Kepler-119
Kepler-119 b,4.48,,2.422084448,,,Transit,Kepler-119
Kepler-119 b,3.6,,2.422084448,0.0343,513.44,Transit,Kepler-119
Kepler-119 b,3.62,,2.4220796,0.034,,Transit,Kepler-119
Kepler-119 b,,,2.42208458,,,Transit,Kepler-119
Kepler-119 b,,,2.422083585,,,Transit,Kepler-119
Kepler-119 b,3.6,,2.422082,0.035,,Transit,Kepler-119
Kepler-119 b,3.55,,2.422084188,0.0344,511.66,Transit,Kepler-119
Kepler-119 b,3.6,,2.422084448,0.0343,513.44,Transit,Kepler-119
Kepler-119 b,3.6,,2.422084448,0.0343,513.44,Transit,Kepler-119
11 UMi b,,3337.07,516.22,1.54,,Radial Velocity,11 UMi
11 UMi b,,3432.4,,1.51,,Radial Velocity,11 UMi
11 UMi b,,4684.8142,516.21997,1.53,,Radial Velocity,11 UMi
14 And b,,1017.0,,0.68,,Radial Velocity,14 And
14 And b,,1131.15130051,186.76,0.775,,Radial Velocity,14 And
14 And b,,1525.5,185.84,0.83,,Radial Velocity,14 And
14 Her b,,2828.6728223,,2.839,,Radial Velocity,14 Her
14 Her b,,1506.45,1796.4,2.8,,Radial Velocity,14 Her
14 Her b,,1474.67,1773.4,2.77,,Radial Velocity,14 Her
14 Her b,,1554.12,1724.0,2.82,,Radial Velocity,14 Her
14 Her b,,1440.663,,2.73,,Radial Velocity,14 Her
14 Her b,,1541.46777395,1766.41,2.83,,Radial Velocity,14 Her
14 Her b,,1581.138,1766.0,2.864,,Radial Velocity,14 Her
14 Her b,,1481.0878,1773.40002,2.93,,Radial Velocity,14 Her
14 Her b,,2559.47216157,1765.0389,2.774,,Radial Velocity,14 Her
16 Cyg B b,,476.7,800.8,1.6,,Radial Velocity,16 Cyg B
16 Cyg B b,,556.83536906,799.45,1.676,,Radial Velocity,16 Cyg B
16 Cyg B b,,533.93,799.5,1.68,,Radial Velocity,16 Cyg B
16 Cyg B b,,533.93,799.5,1.68,,Radial Velocity,16 Cyg B
16 Cyg B b,,533.9544,798.5,1.681,,Radial Velocity,16 Cyg B
16 Cyg B b,,565.7374,798.5,1.66,,Radial Velocity,16 Cyg B
18 Del b,,2926.24614325,982.85,2.476,,Radial Velocity,18 Del
18 Del b,,3273.5,993.3,2.6,,Radial Velocity,18 Del
18 Del b,,3127.3,,2.54,,Radial Velocity,18 Del
1RXS J160929.1-210524 b,,3000.0,,330.0,,Imaging,1RXS J160929.1-210524
1RXS J160929.1-210524 b,18.647,2543.0,,330.0,,Imaging,1RXS J160929.1-210524
1RXS J160929.1-210524 b,,4000.0,,330.0,,Imaging,1RXS J160929.1-210524
1RXS J160929.1-210524 b,,3000.0,,330.0,,Imaging,1RXS J160929.1-210524
24 Sex b,,632.46,452.8,1.333,,Radial Velocity,24 Sex
24 Sex c,,273.32,883.0,2.08,,Radial Velocity,24 Sex
2MASS J12073346-3932539 b,,1271.0,,46.0,,Imaging,2MASS J12073346-3932539
2MASS J12073346-3932539 b,,1589.15,,55.0,,Imaging,2MASS J12073346-3932539
2MASS J12073346-3932539 b,15.69257298,1652.7077164,,,,Imaging,2MASS J12073346-3932539
2MASS J04414489+2301513 b,,2383.6,,15.0,,Imaging,2MASS J04414489+2301513
47 UMa b,,804.08,1078.0,2.1,,Radial Velocity,47 UMa
47 UMa b,,877.17,1100.8,2.11,,Radial Velocity,47 UMa
47 UMa b,,778.6835,1076.6,2.1,,Radial Velocity,47 UMa
47 UMa b,,792.0,1076.06,2.104,,Radial Velocity,47 UMa
47 UMa b,,774.86565627,1076.6,2.059,,Radial Velocity,47 UMa
47 UMa b,,826.32,1083.2,2.11,,Radial Velocity,47 UMa
47 UMa c,,171.621,2391.0,3.6,,Radial Velocity,47 UMa
47 UMa c,,425.87,7586.0,7.73,,Radial Velocity,47 UMa
47 UMa c,,164.0,2265.0,3.453,,Radial Velocity,47 UMa
47 UMa c,,157.96071828,2287.0,3.404,,Radial Velocity,47 UMa
47 UMa d,,521.22,14002.0,11.6,,Radial Velocity,47 UMa
47 UMa d,,479.92089457,19000.0,13.8,,Radial Velocity,47 UMa
4 UMa b,,2511.48007211,270.27,0.877,,Radial Velocity,4 UMa
4 UMa b,,2256.5,269.3,0.87,,Radial Velocity,4 UMa
Kepler-770 b,1.93,,18.92540274,0.1302,27.65,Transit,Kepler-770
Kepler-770 b,,,18.92549356,,,Transit,Kepler-770
Kepler-770 b,2.3,,18.92540274,,,Transit,Kepler-770
Kepler-770 b,,,18.92537246,,,Transit,Kepler-770
Kepler-770 b,1.93,,18.92540274,0.1302,27.65,Transit,Kepler-770
Kepler-770 b,1.93,,18.92540274,0.1302,27.65,Transit,Kepler-770
Kepler-770 b,13.92,,18.92537246,0.1694,443.58,Transit,Kepler-770
Kepler-770 b,2.4,,18.92532,0.135,,Transit,Kepler-770
Kepler-770 b,,,18.9254147562,,,Transit,Kepler-770
Kepler-770 b,3.481,,,,27.736,Transit,Kepler-770
51 Peg b,,147.47238085,4.2307969,0.05235,,Radial Velocity,51 Peg
51 Peg b,,150.009,4.230785,0.0527,,Radial Velocity,51 Peg
51 Peg b,,148.738,4.23077,0.052,,Radial Velocity,51 Peg
51 Peg b,,149.3801,4.2293,,,Radial Velocity,51 Peg
51 Peg b,,146.2018,4.231,0.052,,Radial Velocity,51 Peg
55 Cnc b,,266.9772,14.653,0.115,,Radial Velocity,55 Cnc
55 Cnc b,,289.21,14.647,0.115,,Radial Velocity,55 Cnc
55 Cnc b,,249.17872,14.67,0.115,,Radial Velocity,55 Cnc
55 Cnc b,,263.9785,14.65152,0.11522725,,Radial Velocity,55 Cnc
55 Cnc b,,255.4,14.6516,0.1134,,Radial Velocity,55 Cnc
55 Cnc b,,261.881,14.65162,0.115,,Radial Velocity,55 Cnc
55 Cnc b,,240.0,14.651613,0.1102,,Radial Velocity,55 Cnc
55 Cnc b,,267.29369029,14.65171,0.1162,,Radial Velocity,55 Cnc
55 Cnc b,,266.9772,14.648,0.11,,Radial Velocity,55 Cnc
55 Cnc b,,276.0,14.651552,0.118,,Radial Velocity,55 Cnc
55 Cnc b,,254.25,14.6,0.113,,Radial Velocity,55 Cnc
55 Cnc b,,260.61,14.65126,0.1138,,Radial Velocity,55 Cnc
55 Cnc b,,254.25,14.651,0.1134,,Radial Velocity,55 Cnc
